"","zipcode","zcta","state","totalHH","enrollments","eligible_adj","eligible_adj_perc","HHEoE_adj","total_support"
"316","01566","01566","MA",2610,186,651.810219054115,24.9735716112688,28.5359134549803,56782.26
"317","01568","01568","MA",2651,160,499.218809391158,18.8313394715638,32.0500744343216,53959.52
"318","01569","01569","MA",5327,446,1537.21716401202,28.8570896191481,29.0134673513516,146252.35
"319","01570","01570","MA",7414,2123,3750.73452640677,50.5898911034094,56.602246441415,774459.2
"320","01571","01571","MA",4199,682,2151.35049179133,51.2348295258711,31.7010176910844,221669.69
"321","01581","01581","MA",7980,340,2104.25437769782,26.3691024774163,16.1577423149752,106888.94
"322","01583","01583","MA",2784,226,806.285473280813,28.9614034942821,28.0297745016285,73186.94
"323","01585","01585","MA",1968,199,992.786085091094,50.4464474131654,20.0446000390649,65204.23
"324","01588","01588","MA",4005,569,1661.55090521887,41.4869139879868,34.2451139000792,199018.54
"325","01590","01590","MA",3332,136,985.250706836134,29.5693489446619,13.8035932434626,41884.83
"326","01602","01602","MA",10527,2046,5270.99708934513,50.0712177196269,38.8161853501269,720587.82
"327","01603","01603","MA",7496,3145,5596.90219887219,74.6651840831401,56.1917983957936,1164111.29
"328","01604","01604","MA",16869,4572,8661.91730407752,51.3481374359922,52.7827712906907,1703421.79
"329","01605","01605","MA",11626,5030,8547.00278568936,73.5162806269514,58.851039669976,2033413.96
"330","01606","01606","MA",9198,1420,4125.61959459108,44.8534419938147,34.4190725160822,509992.66
"331","01607","01607","MA",3916,1422,2654.33699030997,67.7818434706324,53.5727002709608,524104.79
"332","01608","01608","MA",1945,1105,1633.29323676277,83.9739453348467,67.6547220749006,453988.46
"333","01609","01609","MA",8439,2653,6199.73245926905,73.4652501394603,42.792169136808,1025999.62
"334","01610","01610","MA",8866,5149,8226.74920985353,92.7898625068072,62.5885130159653,2154077.64
"335","01611","01611","MA",783,164,210.990591138904,26.9464356499239,77.7285845377018,46964.34
"336","01612","01612","MA",1588,101,248.667482413709,15.6591613610648,40.6164887421694,32392.46
"337","01701","01701","MA",13189,477,2989.66132265572,22.6678392801253,15.9549844788533,140578.56
"338","01702","01702","MA",14810,1381,6649.97131000297,44.9018994598445,20.767006888025,425920.78
"339","01718","01718","MA",228,5,5.65153369122065,2.4787428470266,88.4715596364085,1411.48
"340","01719","01719","MA",2180,63,467.193451807574,21.4308922847511,13.4847780413558,20918.33
"341","01720","01720","MA",8678,279,2160.76971461003,24.89939749493,12.9120654604488,90077.11
"342","01721","01721","MA",7587,271,1748.20775515092,23.0421478206264,15.5015900828449,82058.21
"343","01730","01730","MA",5540,184,930.619214487667,16.7981807669254,19.7717817487034,52341.67
"344","01731","01731","MA",478,6,178.965233555321,37.4404254299834,3.35260647043232,599.85
"345","01740","01740","MA",1853,33,212.874435702645,11.4880969078599,15.5020962902734,14134.7
"346","01741","01741","MA",1800,31,446.471161606432,24.8039534225795,6.94333759171814,12144.04
"347","01742","01742","MA",6357,155,1194.3574534113,18.7880675383246,12.9776893472965,45140.76
"348","01745","01745","MA",215,2,0,0,101,800
"349","01746","01746","MA",5354,123,1156.68056213649,21.6040448662027,10.6338780149299,38380.23
"350","01747","01747","MA",2116,79,770.492426569749,36.4126855656781,10.2531831950263,23457.8
"351","01748","01748","MA",6556,145,1102.04906978803,16.8097783677246,13.1573088690043,42766.52
"352","01749","01749","MA",8035,365,2481.02329044587,30.8777011878764,14.7116716479677,112898.97
"353","01752","01752","MA",17147,1033,5777.75127699125,33.6954060593179,17.8789281586717,310459.87
"354","01754","01754","MA",4269,203,1356.36808589296,31.7725014263986,14.9664388384924,59743.22
"355","01756","01756","MA",2076,58,395.607358385446,19.0562311361005,14.6610013111763,18281.64
"356","01757","01757","MA",11487,499,4453.40854868187,38.7691176867927,11.2049005732406,151785.71
"357","01760","01760","MA",15153,484,4321.53942922006,28.5193653350495,11.1997126932925,151465.41
"358","01770","01770","MA",1515,13,256.20286066867,16.9110799121234,5.07410415561755,4459.85
"359","01772","01772","MA",3364,76,764.840892878528,22.7360550796233,9.93670719069022,27725.19
"360","01773","01773","MA",2123,46,793.098561334631,37.3574451876887,5.80003573863391,17753.94
"361","01775","01775","MA",2646,58,525.592633283521,19.8636671686894,11.0351622772295,20628.87
"362","01776","01776","MA",6208,170,979.599173144913,15.7796258560714,17.3540366979109,51815.36
"363","01778","01778","MA",4838,124,857.149276501799,17.7170168768458,14.4665583229644,30560.2
"364","01801","01801","MA",16292,903,5222.01713068788,32.0526462723293,17.2921684743889,282328.86
"365","01803","01803","MA",10093,348,3012.26745742061,29.8451150046627,11.5527590069306,112277.82
"366","01810","01810","MA",13235,476,2999.08054547443,22.6602232374343,15.8715310503507,160677.33
"367","01821","01821","MA",11664,440,2859.67604775765,24.5171128922981,15.3863581976363,130999.26
"368","01824","01824","MA",9915,350,2558.26091755922,25.8019255427051,13.6811690159395,110053.8
"369","01826","01826","MA",12350,793,5308.67398061993,42.9852144179752,14.9378169180281,264179.1
"370","01827","01827","MA",1136,25,154.475254226698,13.5981737875614,16.1838218847089,8194.43
"371","01830","01830","MA",10759,1539,5212.59790786918,48.4487211438719,29.5246252866858,516522.98
"372","01832","01832","MA",9915,1483,4476.01468344676,45.1438697271483,33.1321522577762,505843.91
"373","01833","01833","MA",3185,81,774.260115697229,24.3095797707136,10.4616004825534,30334.18
"374","01834","01834","MA",2532,84,484.148052881236,19.1211711248513,17.3500646135214,25504.12
"375","01835","01835","MA",5434,461,1702.99548562116,31.3396298421265,27.0699484462728,153167.29
"376","01840","01840","MA",3068,1082,3336.28872238392,101,32.4312459152775,455485.06
"377","01841","01841","MA",17019,5215,12617.990887932,74.1406127735588,41.3298760976892,2103763.18
"378","01843","01843","MA",10204,2527,6898.63879241668,67.6072010232916,36.6304147243918,1108308.98
"379","01844","01844","MA",18792,2223,8087.34471213675,43.0361042578584,27.4873902266577,774585.71
"380","01845","01845","MA",10971,551,3639.5876971461,33.1746212482554,15.1390774408885,184243.24
"381","01850","01850","MA",5864,1191,3637.70385258236,62.0345131750061,32.7404332036134,404508.65
"382","01851","01851","MA",11376,1903,5937.87806490917,52.1965371387936,32.0484856576305,677525.65
"383","01852","01852","MA",14628,2659,7853.74798623297,53.6898276335314,33.8564466883968,919950.82
"384","01854","01854","MA",10417,1983,7056.88173577085,67.7438968587007,28.1002300201278,727616.19
"385","01860","01860","MA",2589,117,1162.33209582771,44.8950210825691,10.0659699942883,34983.37
"386","01862","01862","MA",3956,201,828.891608045696,20.9527706786071,24.2492502094338,59716.68
"387","01863","01863","MA",3713,202,1022.92759811094,27.5498949127643,19.7472431453641,62072.07
"388","01864","01864","MA",5848,166,845.846209119358,14.4638544651053,19.6253170151142,44462.59
"389","01867","01867","MA",9297,266,2258.72963192452,24.2952525752879,11.7765312076487,75893.87
"390","01876","01876","MA",11903,497,2384.94721769511,20.0365220339,20.8390356110403,146730.6
"391","01879","01879","MA",4053,264,975.831484017433,24.0767698992705,27.0538514409404,79742.35
"392","01880","01880","MA",10905,414,2893.58524990497,26.5344818881703,14.3075100349504,110922.87
"393","01886","01886","MA",8515,237,1772.69773447954,20.8185288840816,13.3694535391045,73122.31
"394","01887","01887","MA",7756,233,1297.96890441701,16.7350297114106,17.9511234211465,68031.62
"395","01890","01890","MA",8149,184,2068.46133098676,25.3830081112622,8.89550107819627,55818.53
"396","01901","01901","MA",1194,509,1269.71123596091,101,40.0878550637376,160948.57
"397","01902","01902","MA",18673,3741,14087.3896476493,75.4425622430747,26.5556649852745,1288030.11
"398","01904","01904","MA",7044,598,2567.68014037792,36.452017892929,23.2895052072952,189488.38
"399","01905","01905","MA",9339,1450,5579.94759779852,59.7488767298268,25.9859071180538,450120.92
"400","01906","01906","MA",10581,853,4033.3112109678,38.1184312538305,21.1488763297122,267402.54
"401","01907","01907","MA",6169,218,2224.8204297772,36.0645230957561,9.79854360748708,64720.07
"402","01908","01908","MA",1678,51,444.587317042691,26.4950725293618,11.4713123935343,16790.69
"403","01913","01913","MA",7326,488,2590.2862751428,35.3574430131422,18.8396164811203,171922.12
"404","01915","01915","MA",16363,1188,6966.45719671132,42.5744496529446,17.0531443236431,393729.64
"405","01921","01921","MA",2905,38,418.213493150328,14.3963336712678,9.0862682869825,8571.79
"406","01922","01922","MA",1196,28,222.293658521346,18.5864262977714,12.5959508634887,8087.26
"407","01923","01923","MA",10964,649,2950.10058681718,26.9071560271541,21.9992498866012,193115.93
"408","01929","01929","MA",1335,31,482.264208317496,36.1246597990633,6.42801175483281,9466.02
"409","01930","01930","MA",13168,1036,5708.04902813286,43.3478814408631,18.1498090660038,332793.18
"410","01938","01938","MA",5573,233,1946.01143434364,34.9185615349658,11.9732081676379,69044.6
"411","01940","01940","MA",4663,112,1441.14109126127,30.9058780026006,7.77161935629628,33302.66
"412","01944","01944","MA",2080,63,457.774228988873,22.0083763936958,13.762242610108,18900.74
"413","01945","01945","MA",8075,231,1544.75254226698,19.1300624429347,14.953851421471,71445.41
"414","01949","01949","MA",3122,77,710.209400530062,22.7485394148002,10.8418728254697,19004.12
"415","01950","01950","MA",7537,290,2303.94190145429,30.5684211417578,12.587122957265,94049.26
"416","01951","01951","MA",1337,38,227.945192212566,17.0490046531463,16.670674047191,10116.84
"417","01952","01952","MA",3885,329,1141.60980562657,29.3850657818937,28.8189535845331,106803.74
"418","01960","01960","MA",22681,1498,9441.82895346597,41.6288036394602,15.8655701917805,498387.77
"419","01966","01966","MA",3319,133,1213.1958990487,36.5530551084272,10.9627802158158,38935.13
"420","01969","01969","MA",2326,74,546.314923484663,23.4873139933217,13.5453008546777,24308.53
"421","01970","01970","MA",19699,1978,10513.7365102342,53.3719300991632,18.8134827049793,660387.95
"422","01982","01982","MA",2575,61,838.310830864397,32.5557604219183,7.27653726447765,20112.49
"423","01983","01983","MA",2202,41,681.951732073959,30.9696517744759,6.01215571009848,10797.4
"424","01984","01984","MA",1291,41,378.652757311784,29.3301903417338,10.8278625226649,11595.17
"425","01985","01985","MA",1591,30,276.925150869812,17.405729155865,10.8332522003766,10049.87
"426","02019","02019","MA",6250,354,2064.69364185928,33.0350982697485,17.1454007908514,104202.32
"427","02021","02021","MA",9305,514,2083.53208749668,22.3915323750315,24.6696464664271,153377.65
"428","02025","02025","MA",3146,65,1049.3014220033,33.3535099174603,6.19459753289036,20401.11
"429","02026","02026","MA",10458,543,3245.86418332439,31.0371407852782,16.7289809225432,171585.17
"430","02030","02030","MA",1916,18,133.752964025555,6.98084363390164,13.457645691172,4637.4
"431","02032","02032","MA",1522,45,273.157461742332,17.9472708109285,16.4740145529864,15085.6
"432","02035","02035","MA",7289,360,2872.86295970383,39.4136775923149,12.5310536927634,110424.1
"433","02038","02038","MA",12118,461,3277.88954090798,27.0497568980688,14.0639272387532,152741.32
"434","02043","02043","MA",9252,180,2835.18606842903,30.6440344620517,6.34878966161603,52151.38
"435","02045","02045","MA",4380,261,1143.49365019031,26.1071609632491,22.8247878732481,83666.5
"436","02047","02047","MA",89,1,32.0253575835837,35.9835478467232,3.12252563422618,149.9
"437","02048","02048","MA",8707,422,2010.06214951081,23.0855880269991,20.994375726278,130468.01
"438","02050","02050","MA",10142,404,3117.76275299006,30.7411038551574,12.9580097014293,127360.36
"439","02052","02052","MA",4373,94,1081.32677958688,24.727344605234,8.69302432664363,30464.34
"440","02053","02053","MA",4812,164,1124.65520455291,23.3718870439092,14.5822470154482,45040.69
"441","02054","02054","MA",3078,99,732.815535294945,23.8081720368728,13.509538926485,34127.95
"442","02056","02056","MA",2967,86,359.814311674381,12.1272096957998,23.9012171583177,22859.77
"443","02061","02061","MA",3567,76,627.320239725492,17.5867743124612,12.1150243826433,22126.33
"444","02062","02062","MA",13002,722,4487.3177508292,34.5125192341886,16.0897899389136,224100.99
"445","02066","02066","MA",7412,171,1395.9288217315,18.8333624086819,12.2499082573489,55924.11
"446","02067","02067","MA",6395,290,1171.75131864642,18.3229291422426,24.7492787407317,92606.99
"447","02071","02071","MA",383,5,0,0,101,2599.89
"448","02072","02072","MA",11277,1109,3193.11653553967,28.315301370397,34.7309591634609,358647.23
"449","02081","02081","MA",7251,235,1855.58689528411,25.5907722422302,12.6644567601356,73476.58
"450","02090","02090","MA",5424,169,1305.50428267197,24.0690317601764,12.9451892455005,52020.03
"451","02093","02093","MA",4480,165,964.528416634991,21.5296521570311,17.1068054765712,48906.63
"452","02108","02108","MA",1905,122,546.314923484663,28.6779487393524,22.3314419496038,31599.94
"453","02109","02109","MA",1958,80,331.556643218278,16.9334342808109,24.128607173566,24291.22
"454","02110","02110","MA",1282,33,435.16809422399,33.9444691282364,7.58327654026359,12004.2
"455","02111","02111","MA",3515,619,2230.47196346842,63.455816883881,27.7519740278396,196734.11
"456","02113","02113","MA",4025,99,849.613898246838,21.1084198322196,11.6523517569904,31474.14
"457","02114","02114","MA",7358,441,2322.78034709169,31.5680938718631,18.9858675424118,144332.43
"458","02115","02115","MA",9455,1141,7249.03388127236,76.668787744816,15.7400285153548,362632.44
"459","02116","02116","MA",11707,828,4534.4138649227,38.7325007681106,18.2603534804187,283808.27
"460","02118","02118","MA",13847,2633,8835.23100394162,63.8061024333185,29.8011449709165,915049.9
"461","02119","02119","MA",11953,3627,11261.622802039,94.2158688366018,32.2067260088244,1306807.4
"462","02120","02120","MA",4701,1014,3843.04291003004,81.7494769204434,26.3853416092113,362946.19
"463","02121","02121","MA",10718,3520,10018.2853899705,93.4715934873155,35.1357529056214,1350176.63
"464","02122","02122","MA",9004,1835,5237.0878871978,58.1640147400911,35.0385565322611,685346.95
"465","02124","02124","MA",19395,4854,13190.679635309,68.0107225331735,36.7987104091797,1811197.78
"466","02125","02125","MA",12986,2884,8607.28581172905,66.2812706894275,33.5064974381356,1005485.22
"467","02126","02126","MA",8785,2834,5832.38276933971,66.3902421097292,48.5907751956554,1062894.68
"468","02127","02127","MA",16799,1525,6275.08624181866,37.3539272684009,24.3024548385812,511886.08
"469","02128","02128","MA",16925,1943,8635.54348018516,51.0224134722904,22.5000314625055,617819.15
"470","02129","02129","MA",9278,804,3270.35416265302,35.2484820290258,24.5844932998868,284894
"471","02130","02130","MA",17609,1737,6028.3026039687,34.2342132089766,28.8140810790828,578914.06
"472","02131","02131","MA",12450,1626,5238.97173176154,42.0800942310164,31.0366248044877,555412.22
"473","02132","02132","MA",10941,627,3232.67727137821,29.5464516166549,19.3956880741357,191230.82
"474","02134","02134","MA",8082,594,4225.46335646931,52.2823973826937,14.0576298949692,193401.82
"475","02135","02135","MA",20040,1527,8332.24450542298,41.5780663943262,18.3263945147813,486737.86
"476","02136","02136","MA",13929,2634,7823.60647321312,56.1677541331978,33.6673375510186,920936.55
"477","02138","02138","MA",14377,483,4485.43390626546,31.1986777927624,10.7681889889253,153771.36
"478","02139","02139","MA",15263,1510,5393.44698598824,35.3367423572577,27.996937838137,516713.31
"479","02140","02140","MA",9437,934,2976.47441070954,31.5404727213049,31.3794063419262,324230.03
"480","02141","02141","MA",6826,574,2865.32758144887,41.9766712781845,20.0326135034708,164510.59
"481","02142","02142","MA",2077,82,510.521876773599,24.579772593818,16.061995328824,25409.49
"482","02143","02143","MA",11623,514,3326.86949956522,28.623156668375,15.449959791545,154089.79
"483","02144","02144","MA",11363,561,3843.04291003004,33.8206715658721,14.5978073400074,166599.88
"484","02145","02145","MA",11349,792,3795.94679593654,33.447412070989,20.8643598705813,242563.98
"485","02148","02148","MA",25582,2624,11824.8923265973,46.2234865397441,22.1904768984486,824329.9
"486","02149","02149","MA",17091,1848,9833.66862272393,57.5371167440403,18.7925795641475,580992.88
"487","02150","02150","MA",13337,2084,8744.80646488209,65.5680172818631,23.8312878434652,733949.21
"488","02151","02151","MA",21663,2856,12676.3900694079,58.5163184665463,22.5300735017015,954785.08
"489","02152","02152","MA",8242,527,2987.77747809198,36.2506367155058,17.6385291027947,186030.1
"490","02155","02155","MA",24771,1139,7382.78684529791,29.8041534265791,15.4277784780611,368844.85
